record_id,complaint_num,pdf_filename,pdf_url,block_position,offense,date,location,lat,long,zone_id,zone_name,year,month,day,date_str
1,22-1324,24_hour_summary_report_for_15mar22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/24_hour_summary_report_for_15mar22.pdf,2,UUW/ PCS ARREST/ PAROLE VIOLATION,2022-03-12,520 S. MAPLE OAK PARK RUSH HOSPITAL,41.8785243,-87.80300799999999,5,Zone 5,2022,3,12,2022-03-12
2,12-7113,weekend_summary_report_18feb-21feb22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/weekend_summary_report_18feb-21feb22.pdf,2,FIRST DEGREE MURDER ARREST (CPD),2022-02-19,AREA 4 VIOLENT CRIMES,41.89332539999999,-87.7812524,3,Zone 3,2022,2,19,2022-02-19
3,20-7203,24_hour_summary_report_15_dec_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_15_dec_2020.pdf,7,ARMED ROBBERY,2020-12-11,300 BLOCK OF CHICAGO,41.8947918,-87.78347889999999,1,Zone 1,2020,12,11,2020-12-11
4,20-04652,weekend_summary_report_21_aug_-_24_aug_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/weekend_summary_report_21_aug_-_24_aug_2020.pdf,0,ARMED ROBBERY ARREST,2020-08-21,"5200 BLOCK OF WEST POLK, CHICAGO",41.8701328,-87.75516139999999,,,2020,8,21,2020-08-21
5,21-5292,weekend_summary_report_30_aug_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/weekend_summary_report_30_aug_2021.pdf,7,AGGRAVATED ROBBERY ARREST,2021-08-28,6700 BLOCK OF ROOSEVELT,41.8652068,-87.7912935,8,Zone 8,2021,8,28,2021-08-28
6,18-07729,weekend_summary_report_03_dec_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_03_dec_2018.pdf,8,AGGRAVATED VEHICULAR HIGHJACKING / RECOVERY,2018-12-01,100 BLOCK OF NORTH HARVEY,41.8874546,-87.7814116,3,Zone 3,2018,12,1,2018-12-01
7,22-0152,weekend_summary_report_07jan21-10jan22v2.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/weekend_summary_report_07jan21-10jan22v2.pdf,6,AGGRAVATED ASSAULT ARREST,2022-01-08,600 BLOCK OF CLARENCE AVE,41.87785239999999,-87.79021519999999,6,Zone 6,2022,1,8,2022-01-08
8,22-3041,24_hour_summary_report_for_01jun22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/24_hour_summary_report_for_01jun22.pdf,5,RECKLESS DISCHARGE OF A FIREARM ARREST,2022-05-31,123 MADISON,41.8793279,-87.77910039999999,6,Zone 6,2022,5,31,2022-05-31
9,22-2927,24_hour_summary_report_for_25may22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/24_hour_summary_report_for_25may22.pdf,1,RETAIL THEFT,2022-05-23,417 N HARLEM,41.8875748,-87.8045843,3,Zone 3,2022,5,23,2022-05-23
10,23-07776,summary_report_13-december-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_13-december-2023.pdf,18,VEHICULAR HIJACKING,2023-12-10,500 BLOCK MADISON ST.,41.879479,-87.79965399999999,5,Zone 5,2023,12,10,2023-12-10
11,22-3035,weekend_summary_report_27may22-31may22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/weekend_summary_report_27may22-31may22.pdf,5,THEFT,2022-05-29,515 GARFIELD (REHM POOL),41.8709525,-87.7876553,7,Zone 7,2022,5,29,2022-05-29
12,22-0126217567,weekend_summary_report_07jan21-10jan22v2.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/weekend_summary_report_07jan21-10jan22v2.pdf,9,AGGRAVATED DOMESTIC BATTERY2X/ KIDNAPPING,2022-01-08,300 BLOCK OF N AUSTIN,41.88554,-87.7752185,4,Zone 4,2022,1,8,2022-01-08
13,23-07810,summary_report_13-december-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_13-december-2023.pdf,29,AGGRAVATED BATTERY TO P.O. ARREST,2023-12-12,3 ERIE CT. (WEST SUBURBAN HOSPITAL),41.891189,-87.7758865,3,Zone 3,2023,12,12,2023-12-12
14,22-4292,summary_21jul2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_21jul2022.pdf,11,ARMED ROBBERY,2022-07-20,6748 ROOSEVELT,41.8653855,-87.7930045,8,Zone 8,2022,7,20,2022-07-20
15,18-8118,weekend_summary_report_24_dec_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_24_dec_2018.pdf,0,RETAIL THEFT,2018-12-18,400 BLOCK OF NORTH HARLEM AVE.,41.8871362,-87.8049887,3,Zone 3,2018,12,18,2018-12-18
16,25-03504,summary-report-4-7-july-v2.pdf,https://www.oak-park.us/files/assets/oakpark/v/2/police-department/activity-reports/2025/07-july/summary-report-4-7-july-v2.pdf,1,AGGRAVATED BATTERY TO P.O. ARREST,2025-07-04,200 Block of LAKE ST.,41.8885093,-87.7800835,3,Zone 3,2025,7,4,2025-07-04
17,24-06927,summary_report_15november_2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_15november_2024.pdf,-1,ATTEMPT MOTOR VEHICLE THEFT ARREST,2024-11-14,100 BLOCK OF N. OAK PARK AVE,41.8874516,-87.7943233,3,Zone 3,2024,11,14,2024-11-14
18,21-4707,weekend_summary_report_03aug_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/weekend_summary_report_03aug_2021.pdf,9,AGGRAVATED VEHICULAR HIJACKING,2021-08-02,1-99 BLOCK OF MADISON,41.8800129,-87.77955659999999,6,Zone 6,2021,8,2,2021-08-02
19,24-069272406929,summary_report_15november_2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_15november_2024.pdf,4,ATTEMPT MOTOR VEHICLE THEFT ARREST,2024-11-14,100 BLOCK OF N. OAK PARK AVE,41.8874516,-87.7943233,3,Zone 3,2024,11,14,2024-11-14
20,22-1467,weekend_summary_report_18mar22-_21mar22b.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/weekend_summary_report_18mar22-_21mar22b.pdf,5,AGGRAVATED ROBBERY ATTEMPT,2022-03-19,201 MADISON,41.8795981,-87.7800419,6,Zone 6,2022,3,19,2022-03-19
21,21-7302,weekend_summary_report_19nov-_22nov_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/weekend_summary_report_19nov-_22nov_2021.pdf,15,AGGRAVATED VEHICULAR HIJACKING,2021-11-21,900 BLOCK OF HOME,41.8694979,-87.80316409999999,8,Zone 8,2021,11,21,2021-11-21
22,18-00361,24_hour_summary_report_18_january_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_18_january_2018.pdf,3,ATTEMPT AGGRAVATED VEHICULAR HIJACKING,2018-01-17,1100 BLOCK N KENILWORTH,41.90553,-87.7975633,2,Zone 2,2018,1,17,2018-01-17
23,21-7440,weekend_summary_report_26nov-_29nov_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/weekend_summary_report_26nov-_29nov_2021.pdf,7,AGGRAVATED VEHICULAR HIJACKING,2021-11-28,400 BLOCK OF N. HUMPHREY,41.8933681,-87.7764294,3,Zone 3,2021,11,28,2021-11-28
24,25-06008,weekend-summary-report-31-october2025-03-november-2025-updated.pdf,https://www.oak-park.us/files/assets/oakpark/v/2/police-department/activity-reports/2025/11-november/weekend-summary-report-31-october2025-03-november-2025-updated.pdf,1,BURGLARY - MOTOR VEHICLE,2025-10-30,1000 BLOCK OF S. HUMPHREY,41.8704945,-87.775543,7,Zone 7,2025,10,30,2025-10-30
25,19-1793,24_hour_summary_report_12_apr_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/24_hour_summary_report_12_apr_2019.pdf,3,CRIMINAL DAMAGE TO VEHICLE,2019-04-11,500 BLOCK OF SOUTH OAK PARK AVE.,41.87977069999999,-87.7942529,5,Zone 5,2019,4,11,2019-04-11
26,22-04180,summary_18jul2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_18jul2022.pdf,16,AGGRAVATED UNLAWFUL USE OF A WEAPON ARREST /POSSESSION OF A STOLEN MOTOR VEHICLE ARREST/ CRIMINAL TRESPASS TO MOTOR VEHICLE ARREST/OUTSIDE WARRANT ARREST,2022-07-16,400 BLOCK OF MADISON,41.88026,-87.784717,4,Zone 4,2022,7,16,2022-07-16
27,21-6793,weekend_summary_report_29oct-_01nov_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/weekend_summary_report_29oct-_01nov_2021.pdf,21,RETAIL THEFT,2021-10-31,438 MADISON,41.8801753,-87.7863787,4,Zone 4,2021,10,31,2021-10-31
28,18-0320,24_hour_summary_report_17_january_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_17_january_2018.pdf,5,AGGRAVATED VEHICULAR HIJACKING,2018-01-16,100 BLOCK PLEASANT,41.8853179,-87.7780899,4,Zone 4,2018,1,16,2018-01-16
29,22-0565,24_hour_summary_report_03feb22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/24_hour_summary_report_03feb22.pdf,1,ARMED HABITUAL CRIMINAL ARREST,2022-02-02,400 BLOCK OF S. OAK PARK AVE.,41.8816182,-87.7943131,5,Zone 5,2022,2,2,2022-02-02
30,22-04043,summary_11jul2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_11jul2022.pdf,5,ATTEMPT AGGRAVATED VEHICULAR HIJACKING RECOVERED STOLEN AUTO,2022-07-11,WASHINGTON & LOMBARD,41.898195,-87.7801167,1,Zone 1,2022,7,11,2022-07-11
31,23-04187,summary_report_10-jul-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_10-jul-2023.pdf,19,ARMED ROBBERY,2023-07-09,401 MADISON ST. - SHELL GAS STATION,41.8800714,-87.7907346,4,Zone 4,2023,7,9,2023-07-09
32,18-8143,weekend_summary_report_24_dec_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_24_dec_2018.pdf,4,AGGRAVATED VEHICULAR HIJACKING,2018-12-21,400 BLOCK OF NORTH SCOVILLE,41.8932199,-87.7877144,3,Zone 3,2018,12,21,2018-12-21
33,24-00691,summary_report_06-february-2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_06-february-2024.pdf,0,BURGLARY,2024-02-06,100 BLOCK OF S. MARION,41.8863622,-87.8022297,5,Zone 5,2024,2,6,2024-02-06
34,21-8008,24_hour_summary_report_24dec021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_24dec021.pdf,7,ARMED ROBBERY,2021-12-23,300 BLOCK OF S ELMWOOD,41.8832312,-87.78578979999999,4,Zone 4,2021,12,23,2021-12-23
35,22-06955,24_hour_summary_report_for_09nov22.docx.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/24_hour_summary_report_for_09nov22.docx.pdf,1,RESIDENTIAL BURGLARY,2022-11-07,700 BLOCK OF AUGUSTA ST.,41.8981058,-87.79232309999999,2,Zone 2,2022,11,7,2022-11-07
36,22-2419,24_hour_summary_report_for_04may22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/24_hour_summary_report_for_04may22.pdf,1,UNLAWFUL USE OF WEAPON ARREST- SCHOOL GROUNDS AGGRAVATED USE OF A WEAPON ARREST (NO FOID CARD) WARRANT ARREST (TRAFFIC- DUPAGE COUNTY),2022-05-03,201 N SCOVILLE,41.89009129999999,-87.7888658,3,Zone 3,2022,5,3,2022-05-03
37,18-249,24_hour_summary_report_12_january_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_12_january_2018.pdf,5,ARMED ROBBERY,2018-01-11,400 BLOCK N AUSTIN,41.8877609,-87.7748975,3,Zone 3,2018,1,11,2018-01-11
38,22-2744,24_hour_summary_report_for_17may22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/24_hour_summary_report_for_17may22.pdf,4,AGGRAVATED UNLAWFUL USE OF WEAPON / SUSPENDED DRIVER'S LICENSE / NO INSURANCE ARREST,2022-05-16,800 BLOCK OF JACKSON BLVD.,41.8761138,-87.7941381,5,Zone 5,2022,5,16,2022-05-16
39,18-03869,24_hour_summary_report_26_june_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_26_june_2018.pdf,6,AGGRAVATED VEHICULAR HIGHJACKING,2018-06-25,700 BLOCK OF SOUTH WESLEY AV,41.8760126,-87.7913793,6,Zone 6,2018,6,25,2018-06-25
40,23-0497923049812303331,summary_report_14-aug-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_14-aug-2023.pdf,16,ATTEMPT BURGLARY ARREST,2023-08-12,0-100 BLOCK OF CHICAGO AVE.,41.8948589,-87.7787318,1,Zone 1,2023,8,12,2023-08-12
41,20-00894,24_hour_summary_report_21_feb_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_21_feb_2020.pdf,1,ARMED ROBBERY,2020-02-19,1100 BLOCK OF HOME,41.86669,-87.806448,,,2020,2,19,2020-02-19
42,22-2721,weekend_summary_report_13may22-16may22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/weekend_summary_report_13may22-16may22.pdf,10,AGG UUW X2/OUTSIDE WARRANT/ CRIMINAL DAMAGE TO GOVERNMENT PROPERTY/ AGG ASSAULT ARREST,2022-05-14,600 BLOCK OF S. HARVEY,41.8779685,-87.78044659999999,6,Zone 6,2022,5,14,2022-05-14
43,21-6443,weekend_summary_report_15-18oct_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/weekend_summary_report_15-18oct_2021.pdf,11,ARMED ROBBERY,2021-10-18,300 BLOCK OF SOUTH AUSTIN,41.8762616,-87.77491119999999,6,Zone 6,2021,10,18,2021-10-18
44,18-2046,weekend_summary_report_09_april_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_09_april_2018.pdf,13,ROBBERY,2018-04-08,400 BLOCK N. AUSTIN BLVD--OP DISCOUNT VARIETY,41.8876493,-87.77489399999999,3,Zone 3,2018,4,8,2018-04-08
45,22-3020,weekend_summary_report_27may22-31may22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/weekend_summary_report_27may22-31may22.pdf,4,LEAVING SCENE PERSONAL INJURY ACCIDENT ARREST-FELONY,2022-05-28,"7200 BLOCK OF ADAMS, FOREST PARK, IL",41.89332539999999,-87.7812524,3,Zone 3,2022,5,28,2022-05-28
46,18-07291,weekend_summary_report_12_nov_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_12_nov_2018.pdf,8,CRIMINAL TRESPASS TO VEHICLE,2018-11-11,100 BLOCK OF WESLEY,41.8869079,-87.7911827,4,Zone 4,2018,11,11,2018-11-11
47,20-3065,weekend_summary_report_19_june_-_22_jun_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/weekend_summary_report_19_june_-_22_jun_2020.pdf,2,ARMED ROBBERY,2020-06-19,100 BLOCK OF HARVARD,41.869085,-87.77671920000002,7,Zone 7,2020,6,19,2020-06-19
48,19-03603,weekend_summary_report_01_july_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/weekend_summary_report_01_july_2019.pdf,10,RESIDENTIAL BURGLARY,2019-06-30,300 BLOCK OF CLINTON,41.8832064,-87.7982018,5,Zone 5,2019,6,30,2019-06-30
49,20-00687,weekend_summary_report_07_feb_-_10_feb_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/weekend_summary_report_07_feb_-_10_feb_2020.pdf,8,ARMED ROBBERY,2020-02-08,200 BLOCK OF N. KENILWORTH,41.8903778,-87.797119,3,Zone 3,2020,2,8,2020-02-08
50,23-765,summary_report_08-feb-2023.docx.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_08-feb-2023.docx.pdf,8,BURGLARY,2023-02-07,100 BLOCK OF N. MARION ST.,41.88731019999999,-87.80234870000001,3,Zone 3,2023,2,7,2023-02-07
51,22-1765,weekend_summary_report_01apr22-04apr22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/weekend_summary_report_01apr22-04apr22.pdf,8,AGGRAVATED VEHICULAR HIJACKING,2022-04-03,6129 NORTH AVE (SHELL GAS STATION),41.9088246,-87.77987139999999,1,Zone 1,2022,4,3,2022-04-03
52,22-1186,24_hour_summary_report_08-09mar22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/24_hour_summary_report_08-09mar22.pdf,1,DUI ARREST,2022-03-05,400 BLOCK OF ADAMS,41.89332539999999,-87.7812524,3,Zone 3,2022,3,5,2022-03-05
53,18-2039,weekend_summary_report_09_april_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_09_april_2018.pdf,10,AGGRAVATED ASSAULT,2018-04-08,700 BLOCK N. HARLEM AVE. (DENNY'S),41.8922268,-87.80540529999999,3,Zone 3,2018,4,8,2018-04-08
54,21-5814,weekend_summary_report_17-20sep_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/weekend_summary_report_17-20sep_2021.pdf,10,ROBBERY,2021-09-19,300 BLOCK OF S. HARVEY,41.8837438,-87.7813084,4,Zone 4,2021,9,19,2021-09-19
55,18-957,weekend_summary_report_19_february_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_19_february_2018.pdf,8,THEFT,2018-02-16,100 S. MARION (TWO BROTHERS BREWERY),41.8863622,-87.8022297,5,Zone 5,2018,2,16,2018-02-16
56,21-4872,weekend_summary_report_10aug_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/weekend_summary_report_10aug_2021.pdf,16,ARMED ROBBERY,2021-08-09,600 BLOCK OF S EAST,41.89332539999999,-87.7812524,3,Zone 3,2021,8,9,2021-08-09
57,22-0284,weekend_summary_report_14jan21-18jan22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/weekend_summary_report_14jan21-18jan22.pdf,8,BATTERY ARREST,2022-01-15,345 MADISON (CVS PHARMACY),41.89332539999999,-87.7812524,3,Zone 3,2022,1,15,2022-01-15
58,21-01882,24_hour_summary_report_02_apr_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_02_apr_2021.pdf,1,ARMED ROBBERY,2021-03-31,500 BLOCK OF N. CUYLER AVE.,41.8948328,-87.78308589999999,1,Zone 1,2021,3,31,2021-03-31
59,24-04203,summary_report_24-july-2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_24-july-2024.pdf,1,BURGLARY - MOTOR VEHICLE,2024-07-22,100 BLOCK OF S. CUYLER,41.8869798,-87.7830245,4,Zone 4,2024,7,22,2024-07-22
60,21-5321,24_hour_summary_report_31aug_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_31aug_2021.pdf,2,BATTERY,2021-08-29,600 BLOCK OF S. AUSTIN (I290 & AUSTIN),41.89332539999999,-87.7812524,3,Zone 3,2021,8,29,2021-08-29
61,22-03686,summary_27jun2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_27jun2022.pdf,15,VEHICUAR HIJACKING,2022-06-25,600 BLOCK OF LYMAN VICTIM: JOLIET RESIDENT,41.89332539999999,-87.7812524,3,Zone 3,2022,6,25,2022-06-25
62,21-5106,weekend_summary_report_23_aug_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/weekend_summary_report_23_aug_2021.pdf,3,ROBBERY,2021-08-20,100 BLOCK OF WASHINGTON,41.881373,-87.8056109,,,2021,8,20,2021-08-20
63,22-0071,24_hour_summary_report_07jan22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/24_hour_summary_report_07jan22.pdf,1,ARMED ROBBERY ARREST,2022-01-04,900 BLOCK OF S RIDGELAND,41.8724107,-87.7840062,6,Zone 6,2022,1,4,2022-01-04
64,22-2926,24_hour_summary_report_for_25may22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/24_hour_summary_report_for_25may22.pdf,0,RETAIL THEFT,2022-05-21,417 N HARLEM,41.8875748,-87.8045843,3,Zone 3,2022,5,21,2022-05-21
65,19-00068,weekend_summary_report_07_jan_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/weekend_summary_report_07_jan_2019.pdf,3,AGGRAVATED VEHICULAR HIJACKING,2019-01-04,200 BLOCK OF SOUTH OAK PARK,41.8848418,-87.7939217,4,Zone 4,2019,1,4,2019-01-04
66,20-04837,weekend_summary_report_28_aug_-_31_aug_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/weekend_summary_report_28_aug_-_31_aug_2020.pdf,9,ROBBERY,2020-08-29,100 BLOCK OF S. AUSTIN,41.8788996,-87.7749881,6,Zone 6,2020,8,29,2020-08-29
67,19-978,24_hour_summary_report_27_feb_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/24_hour_summary_report_27_feb_2019.pdf,2,RETAIL THEFT,2019-02-26,400 BLOCK OF NORTH HARLEM AVE.,41.8871362,-87.8049887,3,Zone 3,2019,2,26,2019-02-26
68,22-1052,weekend_summary_report_25feb-28feb22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/weekend_summary_report_25feb-28feb22.pdf,8,PCS ARREST,2022-02-27,500 BLOCK OF S. MAPLE,41.879339,-87.80353099999999,5,Zone 5,2022,2,27,2022-02-27
69,26-01395,weekend-summary-report-20-march-2026-23-march-2026.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2026/03-march/weekend-summary-report-20-march-2026-23-march-2026.pdf,0,ROBBERY,2026-03-20,6300 BLOCK OF W. NORTH AVE,41.9095482,-87.783974,2,Zone 2,2026,3,20,2026-03-20
70,20-6696,24_hour_summary_report_19_nov_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_19_nov_2020.pdf,4,VEHICULAR HIJACKING,2020-11-19,700 BLOCK OF NORTH BLVD,41.8873316,-87.792701,3,Zone 3,2020,11,19,2020-11-19
71,22-4142,summary_15jul2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_15jul2022.pdf,6,AGGRAVATED VEHICULAR HIJACKING,2022-07-15,700 BLOCK OF LYMAN,41.876258,-87.77669759999999,6,Zone 6,2022,7,15,2022-07-15
72,21-2202,weekend_summary_report_16_apr_-_19_apr_2021_v2.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/weekend_summary_report_16_apr_-_19_apr_2021_v2.pdf,1,BURGLARY,2021-04-17,964 S. OAK PARK AVE. - THE PARLOR BARBER,41.8707786,-87.79378779999999,8,Zone 8,2021,4,17,2021-04-17
73,18-08280,weekend_summary_report_31_dec_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_31_dec_2018.pdf,6,ARMED ROBBERY,2018-12-29,900 BLOCK OF PLEASANT,41.8856594,-87.7972137,5,Zone 5,2018,12,29,2018-12-29
74,22-2457,24_hour_summary_report_for_05may22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/24_hour_summary_report_for_05may22.pdf,6,RESIDENTIAL BURGLARY,2022-05-04,800 BLOCK OF S CUYLER,41.8743337,-87.78271029999999,6,Zone 6,2022,5,4,2022-05-04
75,19-1771,24_hour_summary_report_11_apr_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/24_hour_summary_report_11_apr_2019.pdf,6,BATTERY & CRIMINAL DAMAGE,2019-04-10,200 BLOCK OF CHICAGO,41.8948539,-87.7802351,1,Zone 1,2019,4,10,2019-04-10
76,24-01660,summary_report_27-march-2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_27-march-2024.pdf,1,AGGRAVATED BATTERY TO A PEACE OFFICER/CRIMINAL DAMAGE TO PROPERTY & BATTERY ARREST,2024-03-26,1109 SOUTH BLVD. - CAJUN BOIL & BAR,41.8865665,-87.802899,5,Zone 5,2024,3,26,2024-03-26
77,23-06674,weekend_summary_20-23-oct_2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/weekend_summary_20-23-oct_2023.pdf,12,ARMED ROBBERY,2023-10-22,1000 BLOCK OF S. AUSTIN,41.8678286,-87.774444,7,Zone 7,2023,10,22,2023-10-22
78,23-06029,weekend_summary_22sep_-_25sep_2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/weekend_summary_22sep_-_25sep_2023.pdf,10,AGGRAVATED VEHICULAR HIJACKING,2023-09-24,1000 BLOCK OF N. EUCLID,41.90383689999999,-87.79334469999999,2,Zone 2,2023,9,24,2023-09-24
79,23-06032,weekend_summary_22sep_-_25sep_2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/weekend_summary_22sep_-_25sep_2023.pdf,13,ARMED ROBBERY,2023-09-24,700 BLOCK OF N. KENILWORTH,41.8981797,-87.79744439999999,2,Zone 2,2023,9,24,2023-09-24
80,20-05037,24_hour_summary_report_08_sep_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_08_sep_2020.pdf,4,ARMED ROBBERY,2020-09-07,700 BLOCK OF S. AUSTIN (CTA BLUE LINE),41.8708584,-87.7746244,7,Zone 7,2020,9,7,2020-09-07
81,21-7442,weekend_summary_report_26nov-_29nov_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/weekend_summary_report_26nov-_29nov_2021.pdf,10,HARASSMENT THROUGH ELECTRONIC COMMUNICATIONS ARREST,2021-11-28,1100 BLOCK OF RANDOLPH,41.8832568,-87.802438,5,Zone 5,2021,11,28,2021-11-28
