record_id,complaint_num,pdf_filename,pdf_url,block_position,offense,date,location,lat,long,zone_id,zone_name,year,month,day,date_str
4404,19-3699,weekend_summary_report_08_july_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/weekend_summary_report_08_july_2019.pdf,1,DUI / LEAVING THE SCENE OF A PROPERTY DAMAGE ACCIDENT ARREST,2019-07-04,1100 BLOCK GREENWOOD MAYWOOD,41.86669,-87.806448,,,2019,7,4,2019-07-04
4405,19-3335,24_hour_summary_report_19_jun_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/24_hour_summary_report_19_jun_2019.pdf,2,THEFT,2019-06-18,100 BLOCK OF N. MARION ST.,41.88731019999999,-87.80234870000001,3,Zone 3,2019,6,18,2019-06-18
4406,19-02236,weekend_summary_report_06_may_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/weekend_summary_report_06_may_2019.pdf,2,BURGLARY,2019-05-03,1300 BLOCK OF NORTH HARLEM,41.903444,-87.8061017,,,2019,5,3,2019-05-03
4407,18-8251,weekend_summary_report_31_dec_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_31_dec_2018.pdf,0,CRIMINAL DAMAGE TO PROPERTY,2018-12-28,400 BLOCK OF S. HARVEY,41.881769,-87.78124389999999,4,Zone 4,2018,12,28,2018-12-28
4408,18-8208,24_hour_summary_report_27_dec_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_27_dec_2018.pdf,2,BURGLARY FROM MOTOR VEHICLE,2018-12-26,800 BLOCK OF S. HUMPHREY AVE,41.8744317,-87.77541939999999,6,Zone 6,2018,12,26,2018-12-26
4409,18-07638,24_hour_summary_report_29_nov_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_29_nov_2018.pdf,1,RESIDENTIAL BURGLARY,2018-11-27,900 BLOCK OF SOUTH OAK PARK,41.8718891,-87.7937042,8,Zone 8,2018,11,27,2018-11-27
4410,18-07381,24_hour_summary_report_16_nov_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_16_nov_2018.pdf,0,ROBBERY,2018-11-15,1200 BLOCK OF NORTH EAST,41.89332539999999,-87.7812524,3,Zone 3,2018,11,15,2018-11-15
4411,18-06948,weekend_summary_report_29_oct_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_29_oct_2018.pdf,16,ROBBERY,2018-10-27,200 BLOCK OF NORTH CUYLER,41.8905294,-87.7827566,3,Zone 3,2018,10,27,2018-10-27
4412,18-06873,24_hour_summary_report_25_oct_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_25_oct_2018.pdf,3,THEFT,2018-10-24,800 BLOCK OF HAYES AVE,41.9002534,-87.77869729999999,1,Zone 1,2018,10,24,2018-10-24
4413,18-1900,24_hour_summary_report_03_april_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_03_april_2018.pdf,4,POSSESSION OF A CONTROLLED SUBSTANCE/WARRANT ARREST,2018-04-02,100 BLOCK MADISON,41.880292,-87.77816899999999,4,Zone 4,2018,4,2,2018-04-02
4414,26-01662,weekend-summary-report-03-april-2026-06-april-2026.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2026/04-april/weekend-summary-report-03-april-2026-06-april-2026.pdf,9,CRIMINAL TRESPASS / FAILURE TO REGISTER ARREST,2026-04-05,0 - 100 BLOCK OF WASHINGTON,41.881373,-87.8056109,,,2026,4,5,2026-04-05
4415,26-01536,weekend-summary-report-27-march-2026-30-march-2026.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2026/03-march/weekend-summary-report-27-march-2026-30-march-2026.pdf,17,CRIMINAL TRESPASS / WARRANT ARREST,2026-03-29,100 BLOCK OF MADISON,41.880292,-87.77816899999999,4,Zone 4,2026,3,29,2026-03-29
4416,26-00491,summary-report-28-january-2026.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2026/01-january/summary-report-28-january-2026.pdf,0,RETAIL THEFT,2026-01-27,811 MADISON ST,41.8795471,-87.79454679999999,5,Zone 5,2026,1,27,2026-01-27
4417,25-06391,weekend-summary-report-14-november-2025-17-november-2025.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2025/11-november/weekend-summary-report-14-november-2025-17-november-2025.pdf,5,WARRANT ARREST,2025-11-15,600 BLOCK OF S. HUMPHREY,41.8780835,-87.7755324,6,Zone 6,2025,11,15,2025-11-15
4418,25-06324,summary-report-13-november-2025.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2025/11-november/summary-report-13-november-2025.pdf,5,BURGLARY - MOTOR VEHICLE,2025-11-12,200 BLOCK OF N. ELMWOOD,41.8905553,-87.7859443,3,Zone 3,2025,11,12,2025-11-12
4419,25-04434,weekend-summary-report-15august2025-18august2025.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2025/08-august/weekend-summary-report-15august2025-18august2025.pdf,7,ARMED ROBBERY,2025-08-17,600 BLOCK OF SOUTH BLVD.,41.8869165,-87.7981599,5,Zone 5,2025,8,17,2025-08-17
4420,25-03691,weekend-summary-report-11july2025-14july2025.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2025/07-july/weekend-summary-report-11july2025-14july2025.pdf,23,BIKE THEFT,2025-07-13,1115 NORTH BLVD.,41.8871015,-87.8026513,3,Zone 3,2025,7,13,2025-07-13
4421,25-01822,weekend-summary-report-18april2025-21april2025.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2025/04-april/weekend-summary-report-18april2025-21april2025.pdf,4,THEFT,2025-04-09,6400 BLOCK OF W. ROOSEVELT,41.8653341,-87.7839671,7,Zone 7,2025,4,9,2025-04-09
4422,25-01758,summary-report-11april2025-14apr2025.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2025/04-april/summary-report-11april2025-14apr2025.pdf,10,OUTSIDE WARRANT ARREST,2025-04-12,1-100 BLOCK MADISON ST.,41.8798192,-87.8025401,5,Zone 5,2025,4,12,2025-04-12
4423,25-01668,summary-report-07apr2025.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2025/04-april/summary-report-07apr2025.pdf,0,PCS & OUTSIDE WARRANT ARREST,2025-04-07,11 MADISON ST.,41.8797951,-87.7751803,6,Zone 6,2025,4,7,2025-04-07
4424,24-00748,weekend_summary_report_15november2024_-_18november2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/weekend_summary_report_15november2024_-_18november2024.pdf,7,AGGRAVATED BATTERY ARREST,2024-11-16,123 W MADISON ST,41.8793279,-87.77910039999999,6,Zone 6,2024,11,16,2024-11-16
4425,24-02158,weekend_summary_18april_-_22april_2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/weekend_summary_18april_-_22april_2024.pdf,15,BURGLARY TO MOTOR VEHICLE,2024-04-20,100 BLOCK OF N. HUMPHREY,41.887075,-87.7765103,4,Zone 4,2024,4,20,2024-04-20
4426,24-01678,summary_report_28-march-2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_28-march-2024.pdf,4,BURGLARY TO MOTOR VEHICLE,2024-03-27,500 BLOCK OF S. MAPLE,41.879339,-87.80353099999999,5,Zone 5,2024,3,27,2024-03-27
4427,23-06849,summary_report_31-october-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_31-october-2023.pdf,1,THEFT,2023-10-29,200 BLOCK OF S. MARION,41.8856158,-87.8023744,5,Zone 5,2023,10,29,2023-10-29
4428,23-05446,summary_report_31-august-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_31-august-2023.pdf,6,RETAIL THEFT,2023-08-30,7000 BLOCK W. ROOSEVELT RD.,41.8650635,-87.7989779,8,Zone 8,2023,8,30,2023-08-30
4429,23-04455,weekend_summary_20jul_-_24jul.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/weekend_summary_20jul_-_24jul.pdf,4,WARRANT ARREST,2023-07-20,1100 BLOCK OF WISCONSIN,41.8685467,-87.80162059999999,8,Zone 8,2023,7,20,2023-07-20
4430,23-03350,summary_report_19-jun-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_19-jun-2023.pdf,7,DOMESTIC BATTERY ARREST,2023-06-15,123 W MADISON ST. - OAK PARK POLICE DEPARTMENT,41.8793525,-87.77885289999999,6,Zone 6,2023,6,15,2023-06-15
4431,23-02528,summary_report_01-may-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_01-may-2023.pdf,14,THEFT,2023-04-30,400 BLOCK OF NORTH HARLEM AVE.,41.8871362,-87.8049887,3,Zone 3,2023,4,30,2023-04-30
4432,23-00896,summary_report_15-feb-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_15-feb-2023.pdf,1,ATTEMPT MOTOR VEHICLE THEFT,2023-02-14,700 BLOCK OF WASHINGTON BLVD.,41.8815853,-87.7926676,4,Zone 4,2023,2,14,2023-02-14
4433,22-6852,summary_04nov2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_04nov2022.pdf,5,THEFT OF MOTOR VEHICLE PARTS,2022-11-03,300 BLOCK OF NORTH AUSTIN BLVD.,41.88554,-87.7752185,4,Zone 4,2022,11,3,2022-11-03
4434,22-6861,summary_04nov2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_04nov2022.pdf,12,AGGRAVATED ROBBERY,2022-11-03,1100 BLOCK OF LAKE ST.,41.8889519,-87.80295470000002,3,Zone 3,2022,11,3,2022-11-03
4435,22-6704,summary_28oct2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_28oct2022.pdf,7,DUI ARREST,2022-10-28,600 BLOCK OF SOUTH WISCONSIN AVE.,41.8780789,-87.8019631,5,Zone 5,2022,10,28,2022-10-28
4436,22-04880,summary_16aug2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_16aug2022.pdf,1,BURGLARY FROM MOTOR VEHICLE,2022-08-15,900 BLOCK OF SOUTH BLVD.,41.8870023,-87.7943734,4,Zone 4,2022,8,15,2022-08-15
4437,22-03896,summary_5jul2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_5jul2022.pdf,29,RETAIL THEFT,2022-07-04,1129 LAKE,41.8882397,-87.80375769999999,3,Zone 3,2022,7,4,2022-07-04
4438,22-146218202454,summary_30jun2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_30jun2022.pdf,1,WARRANT ARREST,2022-06-29,700 BLOCK OF LAKE ST.,41.8885831,-87.7926956,3,Zone 3,2022,6,29,2022-06-29
4439,22-03737,summary-29jun2022v2.pdf,https://www.oak-park.us/files/assets/oakpark/v/2/police-department/activity-reports/2022/summary-29jun2022v2.pdf,0,BURGLARY FROM MOTOR VEHICLE,2022-06-28,10 BLOCK OF CHICAGO AVE. VICTIM: OAK PARK RESIDENT,41.8946995,-87.7756323,1,Zone 1,2022,6,28,2022-06-28
4440,22-2702,weekend_summary_report_13may22-16may22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/weekend_summary_report_13may22-16may22.pdf,5,BURGLARY TO MOTOR VEHICLE,2022-05-14,400 BLOCK OF N LOMBARD AVE.,41.8933038,-87.77964399999999,3,Zone 3,2022,5,14,2022-05-14
4441,19-05789,weekend_summary_report_06_july_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/weekend_summary_report_06_july_2021.pdf,9,WARRANT ARREST (DOMESTIC BATTERY),2021-07-04,100 BLOCK OF FOREST AVE,41.888179,-87.799925,3,Zone 3,2021,7,4,2021-07-04
4442,20-02579,24_hour_summary_report_04_dec_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_04_dec_2020.pdf,4,ASSAULT ARREST,2020-12-03,100 BLOCK OF MADISON,41.880292,-87.77816899999999,4,Zone 4,2020,12,3,2020-12-03
4443,20-06065,weekend_summary_report_23-26_october_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/weekend_summary_report_23-26_october_2020.pdf,0,RETAIL THEFT,2020-10-21,1100 BLOCK OF LAKE,41.8889519,-87.80295470000002,3,Zone 3,2020,10,21,2020-10-21
4444,20-05263,24_hour_summary_report_18_sep_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_18_sep_2020.pdf,4,BURGLARY TO MOTOR VEHICLE,2020-09-17,900 BLOCK OF S. ECUCLID,41.8719223,-87.7927675,8,Zone 8,2020,9,17,2020-09-17
4445,20-04450,24_hour_summary_report_13_aug_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_13_aug_2020.pdf,10,BURGLARY,2020-08-12,1000 BLOCK OF HAYES,41.9039957,-87.7788506,1,Zone 1,2020,8,12,2020-08-12
4446,20-2659,24_hour_summary_report_02_june_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_02_june_2020.pdf,7,CRIMINAL DAMAGE TO PROPERTY,2020-06-01,300 BLOCK OF NORTH MAPLE,41.8922381,-87.8035922,3,Zone 3,2020,6,1,2020-06-01
4447,20-01740,24_hour_summary_report_10_apr_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_10_apr_2020.pdf,1,RESIDENTIAL BURGLARY,2020-04-09,1100 BLOCK OF CLARENCE,41.86669,-87.806448,,,2020,4,9,2020-04-09
4448,19-2066,24_hour_summary_report_25_apr_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/24_hour_summary_report_25_apr_2019.pdf,3,CRIMINAL DAMAGE TO MOTOR VEHICLE,2019-04-24,800 BLOCK OF NORTH BLVD.,41.8873143,-87.794485,3,Zone 3,2019,4,24,2019-04-24
4449,18-07797,24_hour_summary_report_06_dec_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_06_dec_2018.pdf,5,BURGLARY TO MOTOR VEHICLE,2018-11-11,800 BLOCK OF SOUTH GROVE,41.89332539999999,-87.7812524,3,Zone 3,2018,11,11,2018-11-11
4450,18-06761,weekend_summary_report_22_oct_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_22_oct_2018.pdf,0,MOTOR VEHICLE THEFT,2018-10-19,1400 BLOCK OF NORTH AUSTIN BLVD,41.9058862,-87.77548550000002,1,Zone 1,2018,10,19,2018-10-19
4451,18-4934,24_hour_summary_report_07aug_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_07aug_2018.pdf,1,BURGLARY FROM MOTOR VEHICLE,2018-08-06,1000 BLOCK OF ONTARIO,41.8906622,-87.8003102,3,Zone 3,2018,8,6,2018-08-06
4452,18-4547,weekend_summary_report_23_jul_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_23_jul_2018.pdf,13,BURGLARY,2018-07-22,1100 BLOCK OF HOME,41.86669,-87.806448,,,2018,7,22,2018-07-22
4453,18-1727,weekend_summary_report_26_march_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_26_march_2018.pdf,10,CRIMINAL DAMAGE TO GOVERNMENT PROPERTY,2018-03-25,1100 BLOCK OF S. GROVE,41.86669,-87.806448,,,2018,3,25,2018-03-25
4454,18-0277,weekend_summary_report_16_january_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_16_january_2018.pdf,2,BURGLARY,2018-01-02,100 BLOCK S. AUSTIN BLVD.,41.8788996,-87.7749881,6,Zone 6,2018,1,2,2018-01-02
4455,17-8108,weekend_summary_report_02_january_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_02_january_2018.pdf,4,ATTEMPT VEHICULAR HIJACKING ARREST,2017-12-28,400 BLOCK CLINTON & 200 BLOCK S. KENILWORTH,41.8815141,-87.79845619999999,5,Zone 5,2017,12,28,2017-12-28
4456,18-06612,24_hour_summary_report_18_apr_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/24_hour_summary_report_18_apr_2019.pdf,-1,WARRANT ARREST,2019-04-17,700 BLOCK OF SOUTH AUSTIN,41.8708584,-87.7746244,7,Zone 7,2019,4,17,2019-04-17
4457,26-01138,summary-report-06-march-2026.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2026/03-march/summary-report-06-march-2026.pdf,1,RETAIL THEFT,2026-03-04,417 N HARLEM AVE,41.8875748,-87.8045843,3,Zone 3,2026,3,4,2026-03-04
4458,26-00317,weekend-summary-report-16-january-2026-19-january-2026.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2026/01-january/weekend-summary-report-16-january-2026-19-january-2026.pdf,8,ATTEMPT MOTOR VEHICLE THEFT,2026-01-17,6900 BLOCK OF ROOSEVELT,41.8652381,-87.79652420000001,8,Zone 8,2026,1,17,2026-01-17
4459,25-07207,summary-report-01-january-2026.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2026/01-january/summary-report-01-january-2026.pdf,2,THEFT,2025-12-30,900 BLOCK OF N. LOMBARD,41.9020813,-87.77995109999999,1,Zone 1,2025,12,30,2025-12-30
4460,25-02757,summary-report-30-may-2025.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2025/05-may/summary-report-30-may-2025.pdf,2,THEFT FROM BUILDING,2025-05-29,1000 NORTH BLOCK OF HARLEM AVE.,41.8980804,-87.8058978,,,2025,5,29,2025-05-29
4461,24-06470,summary_report_25-october-2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_25-october-2024.pdf,4,BURGLARY - MOTOR VEHICLE,2024-10-24,100 BLOCK OF N. HUMPHREY,41.887075,-87.7765103,4,Zone 4,2024,10,24,2024-10-24
4462,24-03456,summary_report_21-june-2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_21-june-2024.pdf,6,CRIMINAL DAMAGE TO VEHICLE,2024-06-20,200 BLOCK OF S. MAPLE,41.884922,-87.803603,5,Zone 5,2024,6,20,2024-06-20
4463,24-007062400707,summary_report_07-february-2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_07-february-2024.pdf,2,THEFT,2024-02-06,900 BLOCK OF S. OAK PARK,41.8718891,-87.7937042,8,Zone 8,2024,2,6,2024-02-06
4464,23-8074,weekend_summary_22-26_december_2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/weekend_summary_22-26_december_2023.pdf,4,RETAIL THEFT,2023-12-23,300 BLOCK OF MADISON,41.8801991,-87.7830505,4,Zone 4,2023,12,23,2023-12-23
4465,23-8029,summary_report_22-december-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_22-december-2023.pdf,5,CRIMINAL DAMAGE TO VEHICLE,2023-12-21,500 BLOCK RANDOLPH ST,41.8833825,-87.7878259,4,Zone 4,2023,12,21,2023-12-21
4466,23-07086,summary_report_10-november-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_10-november-2023.pdf,2,BURGLARY FROM MOTOR VEHICLE,2023-11-09,1100 BLOCK OF S. EUCLID,41.8687131,-87.7923653,8,Zone 8,2023,11,9,2023-11-09
4467,23-06036,weekend_summary_22sep_-_25sep_2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/weekend_summary_22sep_-_25sep_2023.pdf,14,MOTOR VEHICLE THEFT / RECOVERY,2023-09-24,400 BLOCK OF WASHINGTON,41.881373,-87.8056109,,,2023,9,24,2023-09-24
4468,23-04880,summary_report_09-august-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_09-august-2023.pdf,1,ATTEMPT MOTOR VEHICLE THEFT,2023-08-06,600 BLOCK OF SOUTH BLVD.,41.8869165,-87.7981599,5,Zone 5,2023,8,6,2023-08-06
4469,23-03433,summary_report_08-jun-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_08-jun-2023.pdf,2,CRIMINAL TRESPASS TO PROPERTY ARREST,2023-06-07,259 LAKE ST.,41.8879251,-87.7826358,3,Zone 3,2023,6,7,2023-06-07
4470,22-07717,24_hour_summary_report_for_04-jan-23.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/24_hour_summary_report_for_04-jan-23.pdf,0,AGGRAVATED ASSAULT ARREST,2023-01-03,100 BLOCK OF MADISON,41.880292,-87.77816899999999,4,Zone 4,2023,1,3,2023-01-03
4471,22-07745,summary_17-dec-2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_17-dec-2022.pdf,1,THEFT,2022-12-15,700 BLOCK OF SOUTH WESLEY AVE.,41.8760126,-87.7913793,6,Zone 6,2022,12,15,2022-12-15
4472,22-5252,summary_30aug2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_30aug2022.pdf,2,WARRANT ARREST,2022-08-29,300 BLOCK OF NORTH CUYLER,41.89186979999999,-87.7827915,3,Zone 3,2022,8,29,2022-08-29
4473,22-5090,summary_24aug2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_24aug2022.pdf,1,THEFT,2022-08-22,100 BLOCK OF SOUTH EUCLID AVE.,41.886917,-87.7927868,4,Zone 4,2022,8,22,2022-08-22
4474,22-4709,summary_16aug2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_16aug2022.pdf,3,RECOVERED STOLEN AUTO,2022-08-15,3900 BLOCK OF WEST LEXINGTON CHICAGO,41.8719288,-87.7232644,,,2022,8,15,2022-08-15
4475,22-4851,summary_15aug2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_15aug2022.pdf,8,BURGLARY,2022-08-13,300 BLOCK OF SOUTH LOMBARD AVE,41.8838398,-87.7793039,4,Zone 4,2022,8,13,2022-08-13
4476,22-3315,summary_13jun2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_13jun2022.pdf,0,BURGLARY,2022-06-10,10 BLOCK OF HARRISON ST. VICTIM: OAK PARK RESIDENT,41.8729056,-87.7747826,6,Zone 6,2022,6,10,2022-06-10
4477,22-1917222183,24_hour_summary_report_for_04may22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/24_hour_summary_report_for_04may22.pdf,3,VIOLATION OF ORDER OF PROTECTION ARREST,2022-05-03,800 BLOCK OF NORTH BLVD,41.8873143,-87.794485,3,Zone 3,2022,5,3,2022-05-03
4478,22-2334,weekend_summary_report_29apr22-02may22.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/weekend_summary_report_29apr22-02may22.pdf,2,BURGLARY TO MOTOR VEHICLE,2022-04-29,900 BLOCK OF N KENILWORTH AVE.,41.901794,-87.7973945,2,Zone 2,2022,4,29,2022-04-29
4479,21-6470,24_hour_summary_report_19oct2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_19oct2021.pdf,8,DOMESTIC BATTERY ARREST,2021-10-18,123 MADISON,41.8793279,-87.77910039999999,6,Zone 6,2021,10,18,2021-10-18
4480,21-5536,24_hour_summary_report_10sep2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_10sep2021.pdf,1,BURGLARY FROM MOTOR VEHICLE,2021-09-08,400 BLOCK OF S TAYLOR,41.8820572,-87.7779888,4,Zone 4,2021,9,8,2021-09-08
4481,21-3973,24_hour_summary_report_09_july_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_09_july_2021.pdf,1,RECOVERED STOLEN AUTO,2021-07-08,"4400 BLOCK OF W. MONROE, CHICAGO",41.8798594,-87.73570629999999,,,2021,7,8,2021-07-08
4482,21-03841,24_hour_summary_report_30_june_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_30_june_2021.pdf,0,THEFT,2021-06-28,415 LAKE ST. - RIDGELAND COMMONS,41.8877108,-87.785815,3,Zone 3,2021,6,28,2021-06-28
4483,21-1334,24_hour_summary_report_03_mar_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_03_mar_2021.pdf,2,TRAFFIC & OUTSIDE WARRANT ARREST,2021-03-03,100 BLOCK OF W. MADISON,41.880292,-87.77816899999999,4,Zone 4,2021,3,3,2021-03-03
4484,21-0722,24_hour_summary_report_04_feb_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_04_feb_2021.pdf,0,BURGLARY TO MOTOR VEHICLE,2021-02-02,900 BLOCK OF WESLEY,41.8718189,-87.7915355,8,Zone 8,2021,2,2,2021-02-02
4485,21-00332,weekend_summary_report_15_-_18_jan_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/weekend_summary_report_15_-_18_jan_2021.pdf,2,BURGLARY TO MOTOR VEHICLE,2021-01-14,400 BLOCK OF HOME,41.8694979,-87.80316409999999,8,Zone 8,2021,1,14,2021-01-14
4486,20-05680,24_hour_summary_report_07_oct_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_07_oct_2020.pdf,2,RETAIL THEFT,2020-10-06,6400 BLOCK OF ROOSEVELT,41.86559,-87.784244,7,Zone 7,2020,10,6,2020-10-06
4487,20-05009,weekend_summary_report_04-07_september_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/weekend_summary_report_04-07_september_2020.pdf,9,BURGLARY TO MOTOR VEHICLE,2020-09-06,1200 BLOCK OF ROSELLE,41.9074605,-87.7855977,2,Zone 2,2020,9,6,2020-09-06
4488,20-02069,weekend_summary_report_30_apr_-_04_may_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/weekend_summary_report_30_apr_-_04_may_2020.pdf,5,BURGLARY,2020-05-01,1100 BLOCK OF GARFIELD,41.86669,-87.806448,,,2020,5,1,2020-05-01
